text,label
محشش يقول :صباح الخير     ‏الو .. نبي نبلغ علي واحد سحار   تمام توا طالعين بس كيف عرفته سحار ؟   كانت عنده سياره مازده 323 باعها وشرا مفخرة   وشرا عمارتين,
هده نكتة جزائريةجزائرى صيد سمكة بدا يحسب1 سعر الزيت تع القليان2 سعر الغاز3 سعر الكيلو تع الليمونراح رجعها الي البحر خرجت السمكة راسها و قالتتحيا الحكومة الجزائرية,Algeria
مرة نملة نايمة بالحر سألوها ليه؟ قالت ما أقدر أشغل المكيف.,Saudi
نكت مضحكة 2023 مكتوبة,
في واحد بلع ريقه جاه تسمم.,
محشش في المتحف كسر مزهرية جاء له مدير المتحف، وقال له كيف تفعل ذلك هذه المزهرية من القرن الثامن عشر، قال المحشش الحمد لله كنت أظنها جديدة.,Yemen
محشش وقفوه البوليس قالوا له اركب قال لا والله البيت قريب .,Yemen
صرصار متجبس صاحبه شافه قاله مالك، قاله بسيطة ضربة شبشب بس نجيت منها.,Libya
تعرفون ليش البنيات يحطون عطور ومكياج، عشان ما هم حلوين وريحتهم كريهة، صفقة يا شباب جات بنصف الجبهة.,Saudi
معكاز شرا ليه باه محل ديال دجاج باش يجمع راسو جات عندو واحدة قالت ليه ارا ليا شي دجاجة فيها 2 كيلو الدري مكسل.. شاف فدجاج وقال لهم للي فيها 2 كيلو تنوض.,Morocco
صعيدى حب يعمل ليلة حمرة ولع في الشقة النار.,Egypt
في خليلي حبوا يعذبوه حرقو قدامو دينار,Tunisia
"واحد اعمى ماشي للعرس ارفع مع ولده قاله كان الجماعة يأكلو بسرعةانخصني باش الحقو معاهم,, امشي الاعمي عكس مع جماعة بدالي و هابي ,,اقعد ياكل بسرعة الولد اتحشم ابدي ينخص في بوه ,, و الشيابني طايح ليهليه و الولد بنخص,, امشي الشايبني لوح الكاشيكو قام الصونية ,, قاللهم تي غيـــر صلو على النبي يا جماعة بشوية",Tunisia
في واحد مات لقوه كاتب في وصيته و أنت شعليك حتى هذي بتعرفها,Libya
واحد ديما كيهز شي حاجة من دارهم واحد النهار شفر بورطابل ديال خوه تاصلو بيه من الدار قالو ليه رد البورطابل وقال ليهم نتوما اي حاجة تمشي لصقوها فيا.,Morocco
واحد صعيدي مش عارف ينام صاحبه قاله عد من 1500 وأنت تنام على طول وصل لرقم 200 جاله نوم راح غسل وشه عشان يكمل عد.,
في وحدة جيش فيها جنود جدد وكان في عسكري محشش معهم اعلنوا في الوحدة بزيارة قائد الجيش وحكوا للعسكر إذا سالكوا القائد عن عمركم بتقلولوا 81 سنة وعن خدمتكم بتحكوا سنتين وإذا سالكوا عن ايش بترموا على الرشاش ولا على المدفع بتحكوا على الجهتين سيدي . أجى القائد فوقف قدام العسكري الطافي وسأله كم عمرك ، رد عليه سنيتن رجع سأله كم خدمتك : رد عليه 81 سنة فحكالوا القائد أنت مجنون ولا هبيلة يا عسكري ، فرد عليه على الجهتين يا سيدي.,Yemen
واحد خليجي مسطول ذهب إلى محل الخضار، وسأل التاجر عندك فاصولياء خضراء قال التاجر له لا قال له وبقيت الألوان عندك إيش.,Yemen
وزير عربي مشى زيارة البرازيل.. أو تما شاف واحد الببغاء كايهدر بالعربية أو شراه وحيت ارجع الوزير البلادو سولو واحد الموظف فالجمارك ديال المطار: سيادة الوزير واش هاد الحيوان هذا معاك؟ فرد الببغاء بسرعة: آه.. معايا..!؟,Morocco
بنت اسمها زينة راحة حفلة علقوها.,Tunisia
واحدة اسمها فتحية مسكت بطاقة جوزها ولقت مكتوب في خانة المهنة رجل أعمال، فمسحت أعمال وكتبت بدلها فتحية.,Egypt
فيه مره يمني وامريكي وفرنسي راكبين في طايره قالو نشوف مين يعرف انه فوق بلده الامريكي نزل يده قال نحن الان فوق نيويورك قاله الفرنسي واليمني كيف عرفت قال لمست الابراج الفرنسي نزل راسه قال نحن الان فوق باريس قال له اليمني والامريكي كيف عرفت قال شمات ريحة العطورات اليمني نزل يده ورجعها قال انا الان فوق صنعا قال له الفرنسي والامريكي كيف عرفت قال نزلت يدي وفيها ساعه رجعتها بدون ساعه.,Yemen
رجل نام على السرير بالمقلوب، ولما صحي لقى رجليه معمصة.,Libya
"14.مرة محشش اجاه ولد سماه ""يابا"" على اسم ابوه",Saudi
قالك أوباما حاب يدهن البيت الأبيض، الحصيلو جاب 3 مقاولين : الأول صيني طالب 3 مليون دولار والثاني ألماني طالب 7 مليون دولار والثالث تونسي طالب10 مليون دولار .. الصيني قال : 1مليون سلعة ومليون للخدامة ومليون أرباح ليا الألماني قال : 3 مليون السلعة و 2 مليون الخدامة و2 مليون أرباح التونسي اتكا على أوباما وقاله: 3 ليك و4 ليا و نعطو 3 للصيني تاو يدهنو .,Tunisia
واحد مسطول اشتغل سواق تاكسي، شاورتله واحده، وقف وسألها “رايحه فين؟” قالتله “المهندسين” قالها “روحي بس ما تتأخريش”.,Egypt
باندي خذا باندية  حبلت كيف جات القابلة باش تولدها  الصغير قاللها : سيبني نهبط وحدي,Tunisia
عشرة صعايدة بيتعلموا ربط الكرافتات تسعة ماتوا وواحد فى حالة حرجة,
حضوري في الإمتحانات..كمنتخبات العرب في كأس العالم..هدفي المشاركة وليس المنافسة.,
مرة ندل أنقذ واحد من حريقة، راح اتكرم من الدولة، لما أتساءل عن ليه عمل كده، قالهم أنا أنقذته عشان يعيش مشوه طول عمره.,Egypt
أحول يسوق قاله صاحبه انتبه من العمود قاله ما عليك بدخل من بينهم,Saudi
الأب للمدرس : علاش ضربت ولدي أمس ؟ .. المدرس : لأن ولدك (حاشاكم) حمار .. ما يعرفش يكتب كلمة “فيل” .. الأب بإستغراب : فيل يا ظالم !! .. ولد في الصف الأول تبيه يكتب فيل ؟ .. قول له يكتب برغوثة .. عصفورة .. حمامة بالكثير مش فيل !!!!؟.,Tunisia
"مرة 3 حشاشين قاعدين على القهوة بالليل و جانبهم متحف,جت عليهم كبسة استخبوا في",
حوار في المصعد :- شايف يا بو عبد الله ! ؟ الحريم معاد يقدرون يغشّونا بعد ما سكّروا صالونات التجميل ، انا ماني ابو عبدالله يا حيوان انا جارتكم ام محمد.,Saudi
واحد سنانه كلها طايرة ما عدا الانياب  قدم على وظيفة عينوه خرامة,
في نملة اتزوجت نملة جابو ولد سمو لا تدعسني .,Libya
مرة في واحد أهبل يحط في بوه في القبر و يضحك قالوله خيرك قاللهم ذكرني بالبورديم,Libya
فيه اربعه راحو للبر رجعوا ثلاثه ليه ؟ تركوا واحد ذكريات.,Saudi
احول يسوق قاله صاحبه انتبه من العمود قاله ما عليك بدخل من بينهم .,Saudi
هدا واحد لقا ولدو كينشد طلع البدر علينا اهو يضربو وقتلو بالعصى قاتله مراتو علاش ضربتيه.. قاليها لقيتو كيغني بالقرآن او هي تقوليه علاه طلع البدر قرآن راه غير نشيد اوهويطيح ابكي.. قاتليه مالك. قالها 10 سنين ونا كنصلي بطلع البدر,Morocco
نكت متزوجين جريئة,
ليوم دخلت للفارماسي الفارماسيان حكالي نكتهما عرفتش نضحك قبل الاكل ولا بعد الاكل.,
سأل مسكين أعرابيا أن يعطيه حاجة فقال ليس عندي ما أعطيه للغير فالذي عندي أنا أحق الناس به.. فقال السائل أين الذين يؤثرون على أنفسهم؟ فرد الأعرابي ذهبوا مع الذين لا يسألون الناس إلحافاً.,Yemen
نمله شافت نفسها في المراية قالت خسارة الوسط هذا على نملة.,Libya
محشش يسمع اغنية فيوتوب والكونيكسيو عندو تقيلة كل شوية كتقطع قاليه دخلنا عليك بالله ملي محفظهاش لاااااش كتغنيها.,Morocco
واحد قروي سأل صديقه إيش نسوي بزوجاتنا بعد ما ندخل الجنة مع الحوريات؟ رد صاحبه: نعطيهم لكفار قريش.,Yemen
مرة ممرضة خلقت ولدين الإزاحة سمته وليد والتاني عضل.,Libya
وتناام!ل وتحاو ، وتحا ، وتح ، وت ، وتن ، وتنا ،احد ،,
شنوا الشبه بين أمريكار والبامبرزالكوش متاع الاطفال كلهم مصيطرين عل الوضع .,
عجوز أول مرة تركب طائرة، حلفت على أولاده يساعدون المضيفات.,Saudi
مصر واليابان وليبيا قرروا يديرو فيلم التايتنيك: قالت مصر نحن من عندي الممثلين، قالت اليابان: نحن نصنع السفينة، وقالت ليبيا: نحن نقطع الكهرباء لما تبدأ السفينة تغرق.,Libya
واحد تهاو شت حرمته مع الشغالة.. حط كل واحدة في بيت.,
محشش قالوا له : وش رأيك في الزواج المبكر؟ قال يعني الساعه كم؟؟؟!,Saudi
حارس عام كان مسافر راكبا حافلة فنام ولما فاق لقى الكريسون قدامو كيقول ليه ” ارى الورقة ” فقالو الحارس العام ” سير جيب باك ”,Morocco
مره كهربائى قعد على القهوة طلب فيشه تفاح.,Egypt
واحد مبوق جالس ف القسم كل شوية كيضحك ف التالي ضحك واحد الضحكة بالجهد قال ليه المعلم نتا مالك واش تسطيتي؟ قال ليه المبوق راه كنت كنعاود لراسي النكت واخر وحدة أول مرة نسمعها.,Morocco
فيه نملة كانت تمشي واتزحلقت ليش كانت تمشي على تفلة.,Saudi
ثلاثة حماق يحب يهربوا من مستشفى المجانين، إتفقوا على عمل خطة، لو كانسور المستشفى طويل يقصروه شوية ويهربوا، ولو السور قصير نهرب على طول، مشاو ملقوش سور، قالوا ايا الخطة فشلت يلاه نرجعوا .,
بخيل ذهب يزور والدته المريضة في المستشفى، رأى كلمة ادفع مكتوبة على باب غرفتها، رجع المنزل وقال أزورها لما تعود.,Yemen
واحد غادي معا صاحبتو.. شرا ليها بولو واحد لوقت دازو من درب خاوي.. قالت ليه حنا بوحدنا دابا غتانم لفرصة هوا يخطف ليها بولو وهرب .,Morocco
في واخد عنده دجاج ما ايدحيش بكل جاهم يوم متكنطي قال غدوة الي ما نلقهاش امدحية علي أقل خمسة دحيات بندبحها اليوم التاني جي شوف الأول& القي تحتها ستة شاف التانية الي تختها سبعة شاف التالتة الي تحتها وحدة كيف جاب الموس بي ايجر علبها ابدت اتصيح اتقول له اني سردوووووووك سردوووووووك ( ديك) مش دجاجة.,Libya
"في شيباني ليبي امشي من سيربح المليــون امش سأله جورج قرداحي قاله من جاي معاك الشيباني قاله أمـــي امشي جورج قرداحي قاله عنــجد أمـــك,يعني بجديات.قاله الشيباني عنجـــد بـــــوك",Libya
وحدة سولات رجلها وقالت ليه  اللي مت شنو دير قال ليها نتسطا قالت ليه هي مغاديش تزوج ورايا قال ليها الله اعلم متعرف مسطي اش ندير.,Morocco
فيه محشش جالس رجل على رجل في الفصل قال له المدرس هذه جلسه؟ قال:لا نسخه اصليه.,Yemen
قاله الدكتور: لا تنام يومين، قال المحشش: ما أقدر لأن بكرة بيلعبون على النهائي.,
محشش دخل سوبر ماركت اشترى طيارة لعبة عطاهم فلوس مونوبلي قاله الكاشير: فلوسك مو حقيقية؟ قال المحشش: تكفى يعني طيارتكم الحقيقية,Saudi
هادا واحد الولد جالس ف بلاكة الطوبيس كيكمي وحداه مرا شارفة المرا عيات مسكينة من الدخان وقالت ليه: شوف أولدي، واش ف راسك نتا اللي كتكمي كتدي عشرين بالمية من النيكوتين وأنا اللي كنشم الدخان كندي تمانين بالمية؟ الولد بقى يشوف فيها، شوية وهو يمد ليها ڭارو وقال ليها: الحاجة، خودي نتي عشرين بالمية وعطيني أنا تمانين بالمية.,Morocco
هذا واحد الطفيلي، دائما يتدخل فيما لا يعنيه، واحد النهار لقى الناس مجمعين على حادثة سير، وهو يقول ليهم خلوني ندخل أنا أخ الضحية، ملي دخل، لقى حمار ميت .,Morocco
حرامي تزوج من معلمة رياضيات جابوا صبي سموه شبه منحرف.,Saudi
في خمسة حشاشين جالسين يتمازحون بسكاكين ماتوا ثلاثة قال الرابع لخويه خلاص خلينا نوقف لا تنقلب جد.,Libya
مرة واحد فرحان تزوج واحدة زعلانة أنجلوا يا فرحة ما تمت.,
نملة شافت نفسها في المراية قالت خسارة الوسط هذا على نملة.,Libya
كاليك هادا واحد مشا يخطب واحد البنت و كاتليه فاش خدام كاليها مفكر و مفتش البنت فرحات مين سمعاته و سولاته ديالمن مفكر ومفتش قاليها كنفتش على الخدمة وكنفكر فالحريق لفرانسا,Morocco
نملة رافعة يديها ورجليها ليش؟ لأنها متحنية.,Saudi
قروي مع زوجته يوم تزوجوا راحوا يقضون شهر العسل ، وهو جالس معها على البحر لقاها سرحانة ، قال لها : وشفيك سرحانة عني ؟ قالت : اتخيل لو ان البحر مرق وش يكفيه من لحم !! ؟؟ قال : لاوانتي الصادقة ، قولي من وين يبي يجيبون خبز علشان يغطون ؟,Saudi
الأول : كيف تقول لشخص أجنبي تعالي هنا بالإنجليزي ؟  الثاني : نقول له “كم هير” .. الأول : وكيف تقول له برة غادي بالإنجليزي ؟ .. الثاني : نمشي غادي ونقول له “كم هير”.,Libya
مرة كان في رجلان صلع خبطو رؤوسهم ببعض طلع شرارهههههههههههه,Libya
غبي مقعمز تحت الشمس.. ومعه دودة سألوه.. علاش مقعمز مع دودة قال: نصحني الدكتور بالجلوس تحت الشمس دقائق معدودة. (مع دودة),Tunisia
مرة اتنين ركبوا عربية واحد ساق والتاني كان فخد.,Egypt
واحد الولد قال لجدو: جدي كتعرف فرنسا؟ قال ليه جدو: دوزت فيها خمس سنين قال ليه الولد: كتعرف النجليز؟ قال ليه جدو: دوزت فيها سبع سنين قال ليه الولد: كتعرف البرازيل؟ ……قال ليه جدو: دوزت فيها تسع سنين قال ليه الولد: واو أجدي، كتعرف الجغرافيا قال ليه جدو: دوزت فيها عشر سنين أولدي,Morocco
مساطيل بسطلوا جنب مراية قاموا شافوا نفسهم قالوا نمشي نسلم علي الناس ديك، قاموا شافوا روحهم في المراية برضو قالوا خليكم ديل جايين براهم.,Sudan
في محششين ركبو الهليكبتر قالو للكابتن طف المروحة تونا متسبحين,Saudi
مدرس لغه انجليزيه عصبي يسأل الطلاب عن التصريفات الثلاثةللكلمات واللي ما يجاوب يعاقبه سأل الأول : speak .. قال :speak spoke speaken سأل الثاني : take قال : take toke taken ..شاف طالب جالس يفرك ايدينه وخايف قال له شفيك ؟! قال الطالب : شفيك شفوك شفوكن,Saudi
نصراوي قاعد يتكلم مع خويه قال ليش مايلعبون المرداسي قال خويييه يجهزونه للدرجة الأولى,
عشر صعايده كانو بيحششوا البوليس كبس عليهم خمسه منهم اتمسكوا وخمسه استخبو فى عربيه البوكس.,
نكت سعودية يتم نشرها على جميع صفحات التواصل الاجتماعي ومنها تويتر ومنها ما يلي:,
مرة واحد النهار جحا كان عنده بالو راحلو فوق شجرا مالا طلع يجيبوا وهو لفوق عقبت عليه قاورية دنقت في السما، وقالت اه فيشو زعما سخانا طل عليها هو وقالها خشك وخشمك شريتو بعشر آلاف، ونفشو هههه وكنت كي نسمع هاد لحكاية نضحك بدموع.,
مرة دكتور تحليل امة ماتت قال تحاليلي ياما,Libya
واحد فتحوا شيل جنب حوشهم .. قال ياسلام الواحد يعبي بنزينة علي رجليه,Libya
محششين مسلحين ، مسكوا واحد قالو له : انت معنا والا مع ذوليك ؟,
هادي امريكا بغات تصنع صاروخ المهم كلشي شارك معها ها اللي جاب البياس و ها اللي ساعد باليد العاملة ..و اللي عاون بالفلوس و حتى سالاو و هما يشوفوا واحد المغربي جايب ورقة كبيرة مكتوب فيها( صنع في المغرب ).,Morocco
مرة واحد حـب  طحنوه.,Tunisia
كان في ثلاثة ركبوا الطائرة جت ليهم المضيفة قالت لهم: ماذا تريدون؟ قال الأول واحد عسل يا عسل قال الثاني واحد سكر يا سكر سمعهم الثالث وقال واحد حليب يا بقرة.,
واحد غبي سقساوه واش تتمنى قلهم نتمنى يكون رمضان مثل كأس العالم يجي مرة كل 4 سنين وكل مرة في بلاد ؟,Algeria
وحدة عجوز دخلت مع بنتها المسجد لقوا واحدة تصلي، فقالت العجوز لابنتها شوفي ذي البنت وش زين خاشعة في صلاتها مرة، ألتفتت عليهم وقالت: لاء وكمان ما شاء الله صائمة.,Saudi
واحد غبي شد علبة مسامر وطاح منهم مسمار قلو يا ولدي أرجع يرحم بوك ارجع…. المسمار محبش يرجع …. كب علبة المسامر كلها و قال : جيبوووووووووووووه اليوم نقتله .,Tunisia
مرة واحد راح الجهاديه طلع من الجهة التانيه,
شايقى قروشو وقعت منو بالبلكونه وقت نزل لقاها ما موجودة عارفين ليه لانو وصل قبلها,Sudan
واحد كيكتب نقز السطر هوا يتهرس. شلح سول ولدو بشحال شريتي هاد لكويرة، قال ليه 1 300، بدا يشوف فيه وقال ليه والمعزة.,
شوايقة دخلوا مطعم راقي يتعشوا.. ومع الاكل فرقة تيراب شغالين في المسرح يغنوا قروشي.. شي.. شي الجماعة بلدياتنا استغربوا جدا في أغنية قروشي واحد منهم قال يا العوض قوم حاسب حق العشاء.. الاولاد ديل قاصدننا عديييل كده.,Sudan
ليبي أجر حوش مسكون وقعمز يسكر ويدخن في الحشيش، الجن قال خلي نطلعله نخوفه شوية هالحيوان، المهم الجن طلعله وقعمز قدّامه قاله نحصلو سبسي؟ الراجل قاله: تفضل، الجن إستغرب لما لقى الراجل ماخافش، فتح بطنه وطلع عيونه وطلعله مرة ثانية قاله  نحصلو سبسي؟ الراجل قاله: تفضل، الجن زاد تنرفز مشي حول العمود الفقري وقطع يده وكسر رجله وزاد طلعله قاله: نحصلو سبسي؟ الراجل قاله: انت مش ملاحظ بأن الدخان دمرلك صحتك؟,Libya
قالو والله مش معايا نمرتها.,
مجنون قتل بوه باش يحلف برحمتوا,Tunisia
أل ولد أبوه : بابا كيفش نعرفوا واحد أنه سكران. جاوبه أبوه قالو: شوف ياولدي ..هاك الشجرتين يشوفهم السكران أربعة شجرات. التفت الولد ولم يجد إلا شجرة واحدة .,Tunisia
هلالي زلق في دورة المياه  رفع يده يبغى بلنتي .,Saudi
مراة كبيره في سن خشت لمحو الأمية في الامتحان قالتلها الأبلة أعطينا جمله فيها إدغام بغنه قالتله عمية تعميك.,
واحد طلب من امو تدعيلو قالتلو روح يا ولدي ربي يعطيك دار بلا كرا و ماكلا بلا شرا ياخي قي روحو في الحبس. محشش قاعد جنب صومالي المحشش بص على الصومالي وسأله انت صيني؟ الصومالي استغرب وقاله لا، بعد شوية رجع وسأله تاني يا انت صيني؟؟ الصومالى اتعصب وقال لا يا عم وبعد شوية المحشش بص عليه كمان مرة وقاله طيب امك صينية؟؟ شاط فيه الصومالي وقال ابوه انا صيني وامي صينية واسمي شونغ لي ارتحت.,Tunisia
فيل ونملة دخلو دي جي خرج النملة بعد قليل زعلانه ليش؟ الاغنية كانت تقول فيلينج.,Yemen
حارس عام كان مسافر راكبا حافلة فنام ولما فاق لقى الكريسون قدامو كيقول ليه  ارى الورقة  فقالو الحارس العام  سير جيب باك .,Morocco
معلمة فنية طلبت من الطلاب ان يرسموا مزرعة و 10 خرفان بدأوا بالرسم واحد من الطلاب صاح خلصت ست شافت رسمه قالت له الله شنو هالرسم الحلو الطالب تحمس ومسح الخرفان قالت له ليش مسحتهن قال لها ذبحناهم لعيونك,Yemen
معلم ومعلمة تزوجو كتبو الكتاب في السبورة.,
في سوداني تثاوب،، قالت له زوجته: بالمر زانته فاتح فمك هاوش العيال...',
فيه نملة راكبة طيارة وتصارخ ليه؟ راكبة مع رامز.,Saudi
مرة بطة جات ترجع لورا قالت باك باك باك باك باك.,Libya
واحد غبي ولدت مرته توأم جن رجلها وقالها شكون أب الطفل الثاني.,
مرة مدرس يمني بيشرح للتلاميذ: قام تلميذ وقال ليش تقول للقاف غاف قله اسكت يا ابني من غال إني اغول للغاف غاف.,Yemen
بقرة صابها جفاف، نزلت حليب بودرة .,
مرة ولد شاف قطة فى الشارع قال لأخوه انا هاخد القطة دى اغسلها و اربيها، أخوه قاله: لو غسلتها هتموت، سابه ومشي، و رجع بعد ساعتين لقى اخوه بيعيط وبيقوله : القطه ماتت!! قاله: مش قولتلك لو غسلتها هتموت! قاله : مامتتش و انا بغسلها ماتت و انا بعصرها.,Egypt
مرة لمونة امتحنت جابت عصرة من عصرة.,Libya
ازاى نصطاد الفيل الاحمر؟ نصطاده ببندقيه الفيل الاحمر,
محشش ماسك ثلجه بيقول أموت وأعرف بتنقط منين الميه ديه.,Egypt
محشش يشاهد مباراة لريال مدريد و سمع المذيع فاول لصالح رونالدو، رد المحشش و قال لأصحابه أول مرة إن رونالدو إسمه صالح.,Saudi
واحد التلميد قال للمعلم: واش ممكن شي واحد يتعاقب على شي حاجة ما دارهاش؟ قال ليه المعلم: لا! قال ليه التلميد: إيوا راه ما درتش التمارين.,Morocco
قالو برجولية آنا ما نعطيش دروس بلوشي.,
5 كسلانين كسل شديد قالو ماشين إشتغلو في شغلهم معاهو إنومو لي في الغرفه بس بعد 6يوم قالو دايرين إجازه مسطول معلق جلابيتو في الشماعه الجلابيه وقعت قال الحمدلله م كنت جواها,
مرة سواق تاكسي قابل واحد مسطول قال له تاخد كام و توديني فين؟السواق رد عليه و قاله: هات اللي تجيبه وانزل هنا.,Egypt
مره واحد سئلوه شن تعريف الزوجة: هى غلطه،ورطه وطول العمر ربطه يا تصيب يا تخيب يا تجيب جلطه,Libya
واحد قال لأبوه: رخصتي انتهت.. قال له أبوه: من كثر دورانك في الشوارع,Saudi
واحد خوه مات ويبي يقول لمرت خوه من غير مايصدمها قاللها راجلك تزوج عليك قالتله ان شاء الله يخش عليا مكفن قال جيبوه ياشباب الامور طيبة .,Libya
اقوى نكت محششين سعودية 2024,
حكاله الطلاب والله أستاذ هذا الثعلب مكار فيك تتوقع منه كل شيء.,
واحد غبي شد علبة مسامر وطاح منهم مسمار قلو يا ولدي أرجع يرحم بوك ارجع. المسمار محبش يرجع . كب علبة المسامر كلها و قال : جيبوووووووووووووه اليوم نقتله,Tunisia
اب كسلان قال لولدو الكسلان قوم افتح الباب لامك الابن افتحلها انت مش هذه مرتك الاب قوم يا ولدي هذه امك الابن و مرتك زادا قوم انت افتحلها الاب يا مرأة انتي طالق بالثلاثة قوم توا افتح الباب لامك و رد بالك تقلي مرتك.,
واحد متجوز وقاعد في البيت وبيبص كتير في عقد الزواج مراته قالت له: بتبص في عقد الزواج ليه يا حبيبي؟ قالها: بأبحث عن تاريخ إنتهاء العقد .,Egypt
مدرس قال للطلبة لما يدخل المـوجه أحكوا معاي باللغة العربية الفصحى! خشلهم المـوجه مشي الأستاذ قال للطالب: قُـم وأغلـِق الباب يا سالم الطالب قال: أمرك يا مولاي.,
قال ليك هادا واحد الاستاد رسم للتلاميد ضفدعة وقال ليهوم اش هادي وهو ينوض واحد الكسول للسبورة وهو يقول ليه هادي جرانة قال ليه الحمار هادي راه ضفدعة و هو يرجع داك الكسول لبلاصتو وقال لصاحبو العجب كاتبان من البعد بحال شي جرانة .,Morocco
خطرة فتح الفيس بوك شاف صاحبه اونلين بعتله: حبيت نسقسيك عندكم التريسيتي قاله صاحبه: لا لا راني مكونيكتي من الشمعة.,
حكم طفران راح للبنك يشوف كم بقى له في الرصيد  تفاجأ بوجود مبلغ محترم في الحساب  قال   إيه صح ..... بحكم مباراة مهمة للهلال الأسبوع الجاي .,Saudi
واحد راح لدكتور الأسنان، وقال له ضرسي يا دكتور جنني طول الليل من الوجع، شافه الدكتور وقال له أخلعه لك، رد المريض: لا، اخلعهم كلهم واتركه لوحده زي الكلب.,Yemen
واحد سكران فتح التلاجة لقي الجيلي بيترعش .. قاله ماتخفش حاخد عصير,Egypt
اشترى غبي موبايل الفيصلية  فلمس أخيه  فقال لا تلمس طيور النورس  أراك بعتها.,
نصيحة : إلا طاح ليك درهم في جامع الفناء بمراكش ، فلا يجب أن تنحني لإلتقاطه. بل إدفعه برجلك حتى ابن كرير. وشكرا3 هدا واحد الراجل اشترى سمكة كبيرة.,
سوداني يدرس مسائي إنطفت الكهرباء سجلوه غياب.,
قزم تضارب مع حرمته.. زعلت عليه حطت نعالة فوق التلفزيون وطلعت.,Qatar
قال لك واحدة وصلت للقسم معطلة..قالها الاستاذ » أش هاد التعطال؟..جاوباته: كان تابعني واحد كيبسال عليا ..قال لها الأستاذ: إيوا راه خاص توصلي بكري ماشي تعطلي !!! جاوباته: لااا..راه كان كيتمشى بشويا .,Morocco
محشش وهندي طاحو من الطيارة المحشش مات والهندي ما مات سألو الهندي كيف مات المحشش قال: يا خي هذا نفر همار أنا يقول أفتح مظلة هو يقول: ما في مطر.,Saudi
مسطول مشى يجيب أبوه من المطار سلم علي الشنطه وشال أبوه.,Sudan
في يوم وقع حادث بالعاصمة نتاع الدزاير و تلموا الناس و جا راجل فضولي متأخر وماقدرش يشوف فراح يبكي ويصيح ابتعدوا راني من أقارب الضحية وكي وصل لقا الضحية حمار,Algeria
ما هو الكائن الذي من المستحيل ان يسكت بنت راجعه من عرس.,Yemen
ود ميكي زعل من ناس البيت كتب ليهم في ورقة أنا مشيت الحاج يوسف وبراي كمان.,Sudan
واحد مزطول رافد علبة نتاع مسامير و طاح منهم مسمار قالو يا ولدي أرجع يرحم بوك ارجع. المسمارمحبش يرجع. فرغ علبة المسامير كلها و قالهم جيبوووووووووه .,Libya
"مسطول حرق إضني الإتنين، سألوه الأولى: حرقتها كيف؟ قال: التلفون ضرب وأنا بكوي شلت المكوة ورديت, قالوا: طيب التانية، قال: ود الكلب ضرب مرتين.",Sudan
بخيل جداً حدث حريق في منزله فاتصل بالإطفائية بالجوال وقفل الخط (missed call ) كي لاتحسب عليه مكالمة ..,Saudi
غبي اشترى شامبو بالبيض تسبح في نص والنص الثاني سوى فيه شكشوكه.,Libya
في واحد ما شي في الطريق العام طاح علي عم ابوه هههه خف,
واحد بلدياتنا كان قائد فى الجيش و قدامه أربع صفوف عساكر .واحد من العساكر عطس..القائد سأل أول صف مين اللى عطس محدش رد فتح عليهم النار قتلهم كلهم و بعدين سأل الصف التانى مين اللى عطس محدش رد ..راح فاتح النار عليهم .و إدور على الصف التالت قام واحد خاف و قاله انا اللى عطست ياباشاقاله القائد يرحمكم الله .,Egypt
ذات مرة كان محشش يسير في الشارع فوجد كنز فقال لنفسه إذًا تبقى الخريطة.,Yemen
رجل بدوي وقف تاكسي، فسأله فاضي، قاله نعم، قال تمام تعالى نسولف شوي.,Yemen
3 محششين وقفوا تاكسي، سواق عرف أنهم شاربين، راح شغل التاكسي وطفاه، راح قالهم خلاص وصلنا، راح واحد عايز يدفع فلوس، والتاني بيتخانق عشان يدفع هو، والثالث راح نزل وضرب السواق راح فهم قاله انا أسف، راح المحشش قاله عشان متسوقش بسرعة تاني.,Egypt
واحد مسطول بيقول لمراتو في عندنا لبن قالتلو أيوا قال لها في عندنا عسل قالتلو أيوا قال لها في عندنا تمر قالتلو ايوا .. قالها قومي عمليلنا بيتزا,
فما واحد طالع في كميون مع عجل، ياخي طاح العجل قالوا للراجل وينو العجل، قلهم العجل ماهو طاح، قالوا شبيك ما قلتش؟ قالهم كان طحت آنا باش يقولكم العجل؟,Tunisia
البنت اللي تلبس عباية و تخليها مفتوحة ترى ناقصك حصان و تصيرين زورو,Saudi
واحد الولد سول أمه: كون ما تزوجتيش بابا وما ولدتينيش وشفتيني عند الناس تعرفيني؟,
واحد تعرف على بنية، قاللها ايا نخرجو الليلة بعد شقان الفطر ياخي قالتلو يزي احشم راوهو عندي déjà صاحبي، قاللها عادش بيه، ياخي مسمعتش بل portabilité ؟؟.,Tunisia
فمة محامي رفع قضية، طاحت عليه.,Libya
مسطول راكب تاكسى السواق نزل عشان يجيب سجاير لاقاه خلع الفتيس من العربية فلما رجع السواق سأله خلعتها ليه قاله شفتك عمال تلخلخ فيها قولت لما اشلهالك عشان تعباك.,Egypt
مرة واحد محشش دخل محل، وطلع منه بيضحك أوي، سألوه بتضحك كده ليش، قال لهم دفعت للرجل ريال من غير ما اشتري حاجة.,Yemen
هادي راه ضفدعة و هو يرجع داك الكسول لبلاصتو وقال لصاحبو العجب كاتبان من البعد بحال شي جرانة,Morocco
